"Table 8.1.5. Gross Domestic Product, Not Seasonally Adjusted"
"[Billions of dollars at quarterly rates]" 
"Bureau of Economic Analysis" 
"Last Revised on: December 21, 2018 - Next Release Date January 30, 2019"
"Line","","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012","2012","2012","2012","2013","2013","2013","2013","2014","2014","2014","2014","2015","2015","2015","2015","2016","2016","2016","2016","2017","2017","2017","2017","2018","2018","2018"
"Line","","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3"
"1","        Gross domestic product",2631.5,2724.2,2753.4,2827.3,2744.1,2832.5,2887.1,2994.5,2922.1,3033.3,3069.0,3189.4,3109.2,3231.1,3305.7,3390.6,3334.0,3462.0,3463.2,3555.4,3479.6,3611.0,3630.6,3730.8,3643.4,3704.6,3682.9,3682.1,3511.0,3593.5,3617.0,3727.4,3592.2,3744.1,3778.6,3877.2,3748.3,3881.1,3913.8,3999.4,3947.6,4036.1,4071.2,4142.1,4049.6,4163.9,4234.4,4337.0,4196.2,4356.2,4444.5,4524.8,4387.1,4564.3,4609.0,4658.9,4494.2,4670.2,4728.1,4814.8,4652.8,4856.4,4933.7,5042.5,4901.5,5133.5,5194.2
"2","Personal consumption expenditures",1758.1,1818.4,1839.5,1926.7,1842.7,1907.2,1940.4,2032.8,1961.5,2026.7,2051.3,2173.1,2074.7,2159.9,2205.2,2307.3,2214.8,2305.0,2322.8,2417.8,2331.0,2412.5,2423.5,2539.4,2452.1,2515.1,2502.2,2506.9,2373.8,2446.5,2470.4,2551.5,2449.6,2538.4,2549.9,2648.0,2554.5,2663.5,2671.5,2751.6,2671.6,2749.7,2741.4,2844.0,2724.1,2815.6,2827.8,2949.6,2815.2,2945.2,2969.5,3094.1,2936.1,3070.9,3086.3,3201.3,3047.4,3180.8,3202.1,3336.5,3177.8,3320.8,3332.3,3490.6,3329.1,3488.9,3506.6
"3","    Goods",596.5,640.2,646.5,715.5,615.7,667.5,684.1,755.4,663.3,712.2,718.5,808.0,697.0,758.4,777.6,849.9,738.4,807.7,812.4,881.3,769.8,839.1,834.7,923.4,814.8,861.4,845.7,841.3,730.8,783.4,801.4,864.4,772.4,820.7,821.1,903.7,818.6,877.9,874.5,947.1,864.9,902.0,896.0,974.8,874.5,918.2,926.8,1010.5,889.4,960.1,965.1,1047.0,902.3,973.6,981.2,1062.6,925.3,986.9,993.4,1090.8,950.9,1025.9,1035.0,1144.3,1005.3,1078.5,1081.5
"4","        Durable goods",226.5,243.3,249.6,266.0,223.9,252.3,261.4,280.2,245.3,265.9,272.2,297.2,254.3,284.3,289.8,300.2,263.4,288.8,292.8,313.3,271.5,297.8,298.1,320.6,270.8,285.0,273.8,269.2,232.5,247.8,259.1,272.6,238.1,260.0,262.8,288.1,253.6,269.5,271.8,298.6,268.2,282.1,282.5,311.4,274.4,294.3,296.4,324.3,277.9,307.6,313.2,343.7,294.6,324.9,328.8,358.2,305.8,332.0,338.5,370.4,315.4,348.0,353.3,389.7,332.7,364.6,363.8
"5","        Nondurable goods",370.1,397.0,396.9,449.5,391.8,415.2,422.7,475.1,418.0,446.3,446.3,510.9,442.7,474.1,487.8,549.7,475.0,518.8,519.6,567.9,498.3,541.2,536.6,602.8,544.0,576.5,571.9,572.1,498.3,535.6,542.3,591.8,534.3,560.7,558.3,615.6,565.0,608.4,602.7,648.4,596.7,619.9,613.5,663.4,600.1,623.9,630.4,686.2,611.5,652.5,651.9,703.3,607.7,648.7,652.4,704.4,619.6,654.9,654.9,720.3,635.4,677.9,681.7,754.6,672.7,713.9,717.7
"6","    Services",1161.5,1178.2,1192.9,1211.2,1227.0,1239.7,1256.4,1277.5,1298.2,1314.5,1332.8,1365.0,1377.7,1401.5,1427.6,1457.4,1476.4,1497.3,1510.4,1536.5,1561.2,1573.4,1588.7,1616.1,1637.3,1653.7,1656.5,1665.7,1643.0,1663.1,1669.0,1687.1,1677.2,1717.8,1728.8,1744.3,1735.9,1785.6,1796.9,1804.5,1806.8,1847.7,1845.4,1869.3,1849.6,1897.4,1901.1,1939.1,1925.8,1985.1,2004.5,2047.1,2033.8,2097.3,2105.1,2138.7,2122.1,2193.9,2208.7,2245.8,2226.9,2294.8,2297.3,2346.3,2323.8,2410.4,2425.0
"7","Gross private domestic investment",455.8,483.4,509.2,482.0,481.5,493.0,528.7,523.8,524.7,574.4,599.5,582.6,593.9,625.2,671.1,644.5,659.4,693.1,699.9,648.6,644.4,680.2,696.8,651.6,643.6,632.4,637.4,564.3,484.3,455.4,492.0,498.0,487.5,538.3,587.8,551.8,548.4,565.5,612.2,606.4,638.2,648.1,693.2,642.3,666.3,689.5,758.0,712.3,713.7,749.6,811.6,764.1,781.9,812.8,846.5,770.9,761.6,795.6,830.4,782.2,771.8,842.4,905.0,848.8,854.8,913.0,971.3
"8","    Fixed investment",446.3,490.8,490.5,482.8,451.6,510.6,525.4,525.4,493.9,562.8,580.5,579.9,551.3,631.3,650.1,644.5,615.1,680.9,677.5,658.5,615.4,681.4,678.6,663.7,609.8,653.1,641.6,602.4,507.0,524.0,525.8,523.6,476.5,539.8,540.4,554.8,512.5,571.2,592.3,610.3,588.6,648.4,647.1,666.5,625.7,688.5,696.2,711.1,669.5,747.8,762.0,775.2,716.6,789.2,791.8,785.6,727.7,801.1,804.6,807.5,765.7,850.9,856.8,869.0,824.3,926.4,925.1
"9","        Nonresidential",330.3,343.2,338.2,341.2,323.7,347.1,347.0,358.1,342.7,364.8,371.6,388.2,377.7,406.2,410.8,426.3,422.5,450.3,454.1,467.0,455.7,487.9,493.5,511.5,488.8,508.6,502.7,490.9,421.6,422.2,419.6,427.0,396.6,431.9,442.3,464.2,434.4,469.0,489.5,514.7,501.7,534.7,529.4,552.8,523.1,551.1,554.6,582.6,557.2,599.0,607.8,630.3,587.9,621.0,617.3,623.5,580.6,614.8,616.3,630.4,605.9,650.2,654.3,677.5,653.8,710.4,709.2
"10","            Structures",70.5,73.8,72.7,70.1,64.6,72.7,75.3,74.0,68.5,76.2,81.6,81.4,78.5,87.3,92.0,95.2,93.7,106.0,112.2,113.3,110.0,125.1,135.3,139.9,132.2,142.8,148.0,148.1,123.2,117.2,111.9,103.5,87.1,95.1,97.4,100.2,84.0,97.9,108.4,114.2,110.6,121.7,124.1,123.0,107.7,120.2,130.9,133.7,128.2,143.2,149.8,155.8,138.3,148.3,147.3,138.4,123.6,135.7,143.2,143.3,133.4,147.6,151.4,153.0,143.2,161.4,164.2
"11","            Equipment",159.5,168.0,164.5,167.6,157.4,171.0,167.3,175.0,167.0,180.9,181.0,193.0,185.3,201.4,200.2,208.1,205.4,218.4,215.7,222.7,213.9,227.2,222.2,230.1,214.2,221.6,212.6,197.1,163.0,165.2,166.1,175.9,172.6,194.5,200.0,209.9,201.1,217.4,226.5,236.3,232.4,250.7,243.4,256.9,245.6,261.1,252.2,268.2,253.4,276.4,277.7,283.3,266.0,284.8,281.3,286.2,262.6,278.6,271.6,278.1,266.0,290.4,290.0,304.0,290.0,316.1,311.2
"12","            Intellectual property products",100.4,101.4,101.0,103.4,101.8,103.4,104.3,109.1,107.3,107.7,109.0,113.8,113.9,117.5,118.6,123.1,123.3,125.9,126.3,130.9,131.9,135.6,135.9,141.4,142.4,144.2,142.1,145.7,135.3,139.8,141.6,147.6,136.9,142.3,145.0,154.1,149.3,153.7,154.5,164.2,158.6,162.3,162.0,172.9,169.8,169.8,171.5,180.8,175.5,179.4,180.3,191.2,183.6,187.9,188.7,198.9,194.5,200.5,201.5,209.1,206.4,212.1,213.0,220.5,220.6,232.9,233.8
"13","        Residential",115.9,147.6,152.4,141.7,127.9,163.5,178.4,167.3,151.2,198.0,208.9,191.7,173.6,225.2,239.3,218.2,192.6,230.6,223.4,191.5,159.7,193.5,185.1,152.2,121.1,144.5,138.9,111.5,85.4,101.8,106.2,96.6,80.0,107.9,98.1,90.6,78.2,102.2,102.8,95.6,86.9,113.7,117.6,113.7,102.6,137.4,141.6,128.4,112.3,148.8,154.2,144.9,128.7,168.2,174.5,162.2,147.1,186.3,188.4,177.0,159.8,200.8,202.5,191.5,170.5,216.0,215.9
"14","    Change in private inventories",9.6,-7.5,18.7,-0.8,30.0,-17.6,3.3,-1.6,30.8,11.5,19.0,2.7,42.6,-6.1,21.0,0.0,44.3,12.2,22.4,-9.9,29.0,-1.2,18.2,-12.1,33.7,-20.7,-4.2,-38.1,-22.7,-68.6,-33.8,-25.7,10.9,-1.4,47.4,-3.0,35.9,-5.7,19.9,-3.8,49.5,-0.3,46.2,-24.2,40.6,1.0,61.8,1.2,44.2,1.8,49.6,-11.1,65.3,23.5,54.7,-14.8,33.9,-5.6,25.8,-25.2,6.0,-8.5,48.2,-20.2,30.6,-13.4,46.2
"15","Net exports of goods and services",-79.8,-105.1,-120.1,-120.4,-112.9,-126.3,-137.1,-126.8,-124.1,-153.9,-170.9,-170.2,-151.8,-175.3,-197.7,-196.4,-176.0,-199.3,-216.2,-179.4,-162.4,-184.3,-192.2,-179.6,-165.3,-193.9,-214.2,-149.8,-81.8,-89.0,-117.1,-108.6,-102.2,-135.3,-150.8,-125.5,-118.5,-153.6,-160.9,-146.5,-131.7,-155.0,-152.2,-129.6,-106.4,-135.7,-139.7,-109.1,-102.0,-137.2,-138.9,-130.2,-110.1,-135.0,-143.9,-132.3,-109.5,-135.0,-138.1,-137.9,-120.7,-157.0,-148.0,-152.7,-131.3,-155.9,-175.9
"16","    Exports",240.1,252.4,251.4,254.8,248.9,253.5,256.7,277.0,282.2,293.4,292.6,309.5,311.2,326.3,324.7,343.0,347.7,368.4,368.6,387.8,386.9,407.3,419.9,446.8,445.3,477.7,480.1,433.9,371.0,378.6,399.1,433.3,429.0,453.0,467.6,496.7,499.7,528.1,537.0,538.1,534.9,548.8,547.3,560.3,547.9,564.6,569.1,591.9,571.8,597.3,599.9,602.0,559.2,576.1,569.0,560.7,533.9,550.6,563.6,569.6,564.8,578.0,591.8,615.6,609.9,636.1,633.7
"17","        Goods",170.7,181.6,176.2,180.5,178.0,183.3,178.8,196.9,199.2,209.2,204.2,217.3,218.6,233.8,227.1,242.4,247.8,264.1,260.2,272.9,272.2,287.8,290.5,310.7,314.9,340.6,338.7,298.3,246.8,252.6,264.2,294.8,295.8,315.6,316.9,344.2,348.6,369.9,367.1,376.7,374.6,384.7,373.9,388.4,375.4,390.2,383.9,409.6,389.8,410.3,404.0,410.8,369.6,387.1,369.3,368.3,345.2,362.2,360.6,374.7,367.5,381.1,379.7,407.6,400.1,426.6,409.8
"18","        Services",69.4,70.7,75.2,74.3,70.9,70.3,77.9,80.1,82.9,84.2,88.4,92.2,92.6,92.5,97.6,100.6,100.0,104.4,108.4,114.9,114.7,119.5,129.3,136.1,130.4,137.1,141.5,135.6,124.1,126.0,134.9,138.5,133.3,137.4,150.7,152.5,151.2,158.3,170.0,161.3,160.3,164.1,173.4,171.9,172.4,174.4,185.1,182.3,182.0,187.0,195.8,191.2,189.6,189.0,199.7,192.4,188.7,188.4,202.9,194.9,197.3,196.9,212.0,208.0,209.8,209.5,223.9
"19","    Imports",319.9,357.5,371.6,375.2,361.8,379.8,393.8,403.9,406.2,447.3,463.5,479.7,463.1,501.6,522.4,539.4,523.8,567.7,584.9,567.2,549.3,591.6,612.0,626.3,610.6,671.6,694.3,583.7,452.8,467.6,516.3,541.9,531.3,588.3,618.4,622.2,618.2,681.8,697.9,684.5,666.6,703.9,699.5,689.9,654.2,700.2,708.7,701.0,673.8,734.5,738.7,732.2,669.4,711.1,712.9,693.1,643.4,685.6,701.7,707.5,685.6,735.0,739.8,768.3,741.2,792.0,809.6
"20","        Goods",266.9,299.2,311.3,317.0,305.7,319.2,326.6,339.8,340.7,373.3,386.9,406.4,391.5,422.5,440.3,461.2,443.6,478.8,494.7,478.6,462.4,494.9,511.7,530.7,514.3,565.1,584.0,481.0,360.0,368.7,414.1,442.6,435.2,483.5,509.1,516.9,517.0,567.9,581.2,574.5,559.3,585.8,580.5,575.8,544.7,580.5,588.8,582.4,560.5,609.0,613.7,608.3,552.8,583.2,584.3,567.0,522.5,553.5,568.6,576.3,559.2,594.4,597.3,627.7,606.3,641.6,658.7
"21","        Services",53.0,58.3,60.2,58.2,56.1,60.6,67.2,64.1,65.5,74.0,76.6,73.3,71.6,79.1,82.1,78.2,80.1,88.9,90.2,88.7,87.0,96.7,100.3,95.7,96.3,106.6,110.4,102.7,92.8,98.8,102.1,99.3,96.0,104.8,109.3,105.3,101.2,113.9,116.8,110.1,107.3,118.0,118.9,114.1,109.5,119.8,120.0,118.6,113.3,125.6,125.0,123.9,116.6,127.9,128.6,126.0,120.8,132.1,133.1,131.2,126.4,140.6,142.4,140.6,134.9,150.4,151.0
"22","Government consumption expenditures and gross investment",497.4,527.5,524.9,538.9,532.8,558.6,555.1,564.7,559.9,586.1,589.1,603.8,592.4,621.3,627.1,635.2,635.9,663.2,656.8,668.4,666.5,702.6,702.5,719.3,712.9,750.9,757.5,760.6,734.7,780.6,771.7,786.4,757.4,802.6,791.7,802.9,763.9,805.7,791.0,787.8,769.5,793.4,788.7,785.3,765.6,794.4,788.2,784.2,769.3,798.7,802.3,796.8,779.3,815.7,820.1,819.1,794.6,828.8,833.6,833.9,824.1,850.1,844.4,855.8,848.9,887.5,892.2
"23","    Federal",174.2,184.3,191.1,193.4,196.3,205.6,212.8,211.7,216.3,218.3,230.3,226.9,232.0,232.4,243.8,239.3,249.3,249.0,251.5,250.9,252.1,259.8,268.3,270.3,275.3,283.0,295.9,296.4,290.3,305.9,309.9,312.2,311.3,325.4,331.0,330.2,317.7,328.8,329.6,322.9,319.4,321.2,330.9,315.0,306.8,308.2,313.0,298.6,301.1,301.0,314.9,297.2,303.1,301.0,314.9,301.9,303.2,302.9,317.5,308.6,312.8,314.2,320.2,318.1,323.7,326.5,338.4
"24","        National defense",110.1,112.5,116.0,120.4,123.0,130.6,132.4,135.2,138.4,140.4,146.5,144.6,149.6,150.7,155.5,153.6,158.0,159.8,159.6,163.4,162.8,168.1,173.0,175.4,179.4,184.9,193.8,192.3,190.0,195.6,201.0,200.9,202.5,206.5,210.4,208.5,205.3,210.8,212.5,205.4,204.2,203.8,209.0,197.2,192.5,192.1,192.8,186.9,184.8,184.9,191.8,181.1,180.9,182.6,185.2,180.8,180.0,180.0,186.1,181.2,181.9,186.5,189.1,186.3,188.4,193.4,199.7
"25","        Nondefense",64.2,71.8,75.1,73.0,73.2,75.0,80.4,76.4,77.9,77.9,83.8,82.3,82.3,81.7,88.3,85.8,91.3,89.3,91.8,87.4,89.4,91.7,95.3,94.9,95.9,98.1,102.1,104.1,100.2,110.2,108.9,111.3,108.8,118.9,120.5,121.7,112.4,118.0,117.1,117.5,115.2,117.4,122.0,117.8,114.3,116.1,120.2,111.7,116.3,116.1,123.1,116.2,122.2,118.4,129.6,121.1,123.2,122.9,131.4,127.4,130.9,127.6,131.1,131.8,135.3,133.1,138.8
"26","    State and local",323.1,343.3,333.8,345.5,336.6,353.0,342.4,353.0,343.6,367.8,358.8,376.9,360.5,388.9,383.3,395.8,386.6,414.2,405.3,417.5,414.4,442.8,434.1,449.0,437.6,467.9,461.6,464.2,444.4,474.8,461.9,474.2,446.1,477.2,460.7,472.8,446.2,476.9,461.4,464.9,450.2,472.2,457.8,470.3,458.8,486.2,475.2,485.6,468.2,497.7,487.4,499.6,476.2,514.7,505.3,517.2,491.4,525.9,516.1,525.3,511.3,536.0,524.2,537.8,525.3,561.0,553.8
